1,100,0.98810595
1,174,0.94501084
1,318,0.895398
1,98,0.8685696
1,56,0.8597586
2,258,0.8642202
2,288,0.8007871
2,313,0.80062747
2,294,0.7789055
2,50,0.7035662
3,258,0.7866187
3,300,0.73955745
3,313,0.7262884
3,286,0.7254388
3,288,0.7174862
4,313,0.7317462
4,288,0.7316222
4,294,0.71498173
4,286,0.7111317
4,50,0.69356126
5,100,0.78898925
5,127,0.73540056
5,222,0.7056657
5,1,0.6886517
5,258,0.6869797
6,100,0.96160793
6,318,0.89214635
6,483,0.87299234
6,180,0.8725929
6,197,0.86775666
7,174,1.1685942
7,191,1.1369535
7,89,1.1041387
7,172,1.101426
7,168,1.0988375
8,50,0.81748295
8,100,0.7331432
8,127,0.68141174
8,1,0.6466996
8,117,0.6464497
9,258,0.7543264
9,100,0.753268
9,127,0.7021825
9,313,0.6910921
9,181,0.6876488
10,100,1.0206835
10,191,0.96166945
10,318,0.951275
10,127,0.9405484
10,483,0.93482244
11,50,0.8994928
11,100,0.88026816
11,127,0.82209337
11,181,0.7876481
11,174,0.7587926
12,50,0.8192157
12,100,0.77349406
12,181,0.705788
12,258,0.6710442
12,222,0.6497552
13,100,1.1059312
13,318,1.0536228
13,191,1.0495259
13,56,1.0170712
13,98,1.013389
14,100,0.8207884
14,50,0.80299884
14,127,0.755016
14,174,0.69512755
14,258,0.68374974
15,258,0.8504396
15,300,0.8224831
15,288,0.79266834
15,313,0.7786732
15,294,0.776453
16,50,0.98919326
16,174,0.9373805
16,318,0.8727416
16,181,0.8656015
16,210,0.8464304
17,258,0.7557322
17,313,0.6980709
17,300,0.6926027
17,50,0.6906186
17,286,0.684338
18,191,1.0405275
18,180,1.0249335
18,483,1.0166285
18,318,1.0137702
18,135,0.99985516
19,100,0.65375704
19,50,0.6516346
19,258,0.6453164
19,127,0.5991593
19,313,0.59216446
20,50,0.8004551
20,258,0.717827
20,100,0.70295256
20,237,0.6779376
20,300,0.67477447
21,50,0.8110752
21,100,0.79510516
21,258,0.7905319
21,313,0.73001236
21,181,0.7183298
22,100,0.8753316
22,318,0.8105954
22,222,0.8104697
22,204,0.80611265
22,172,0.7984102
23,50,0.8961321
23,127,0.8345395
23,318,0.809641
23,191,0.7912176
23,98,0.77916366
24,50,0.8270433
24,100,0.781424
24,181,0.7150275
24,174,0.70336956
24,258,0.683884
25,50,0.8786605
25,100,0.8407378
25,174,0.8204541
25,127,0.7793797
25,318,0.7651946
26,258,0.7997855
26,294,0.72725934
26,286,0.69298106
26,100,0.67667085
26,127,0.63304293
27,258,0.700665
27,50,0.6891409
27,100,0.685355
27,313,0.6421419
27,127,0.63290083
28,50,0.84995514
28,100,0.7838227
28,181,0.74483514
28,127,0.7323341
28,258,0.7151829
29,100,0.76824796
29,50,0.7155695
29,258,0.7078167
29,127,0.70447075
29,313,0.67576355
30,50,0.7083684
30,100,0.6907673
30,300,0.6858843
30,288,0.67149746
30,294,0.6565094
31,100,0.8096412
31,50,0.7710311
31,258,0.75600916
31,127,0.74790275
31,313,0.7190076
32,258,0.802532
32,300,0.77438074
32,294,0.73974264
32,100,0.7091118
32,237,0.67921674
